# index, name, _pos
563,152,"array([ 1.66910806, -0.39184769])"
564,161,"array([ 1.68662589, -0.41419104])"
565,182,"array([ 1.64906627, -0.39288407])"
566,191,"array([ 1.69676491, -0.41720344])"
567,195,"array([ 1.66616739, -0.41435433])"
568,198,"array([ 1.59006039, -0.42968147])"
569,204,"array([ 1.65471256, -0.39592945])"
570,207,"array([ 1.64842507, -0.45080137])"
571,234,"array([ 1.63802006, -0.47036911])"
572,240,"array([ 1.6426906 , -0.40837767])"
573,250,"array([ 1.64537266, -0.39734531])"
574,257,"array([ 1.62464431, -0.44984004])"
575,265,"array([ 1.67461918, -0.39073955])"
576,275,"array([ 1.65408568, -0.40422647])"
577,293,"array([ 1.64182538, -0.43592514])"
578,304,"array([ 1.65643683, -0.37206947])"
579,330,"array([ 1.66607816, -0.45845148])"
580,343,"array([ 1.64029274, -0.4105145 ])"
581,354,"array([ 1.6761545 , -0.38896824])"
582,363,"array([ 1.6776704, -0.414086 ])"
583,373,"array([ 1.62260068, -0.41139959])"
584,387,"array([ 1.60234372, -0.46712376])"
585,393,"array([ 1.66097816, -0.43806883])"
586,423,"array([ 1.67627622, -0.41227338])"
587,435,"array([ 1.66160091, -0.4266831 ])"
588,454,"array([ 1.65491847, -0.46671296])"
589,455,"array([ 1.6739311 , -0.42341869])"
590,466,"array([ 1.67611316, -0.41571716])"
591,477,"array([ 1.68400057, -0.40269243])"
592,486,"array([ 1.65933426, -0.43110624])"
593,501,"array([ 1.62941475, -0.44098287])"
594,503,"array([ 1.609618  , -0.43035663])"
595,521,"array([ 1.66095622, -0.39793067])"
596,534,"array([ 1.63748736, -0.36962767])"
597,551,"array([ 1.67156058, -0.38581838])"
598,558,"array([ 1.67548282, -0.40772035])"
599,562,"array([ 1.60859163, -0.45830451])"
600,592,"array([ 1.60624414, -0.3806329 ])"
601,596,"array([ 1.63530398, -0.41568842])"
602,598,"array([ 1.62138718, -0.38601021])"
603,604,"array([ 1.68665688, -0.40829405])"
604,605,"array([ 1.66263442, -0.36836855])"
605,614,"array([ 1.65809622, -0.43336548])"
606,630,"array([ 1.63698017, -0.41813784])"
607,637,"array([ 1.69094892, -0.42842834])"
608,638,"array([ 1.59840497, -0.43843822])"
609,640,"array([ 1.67543695, -0.44214825])"
610,644,"array([ 1.62588936, -0.41591916])"
611,648,"array([ 1.63769666, -0.3731553 ])"
612,657,"array([ 1.68442476, -0.44987751])"
613,676,"array([ 1.64191649, -0.41340828])"
614,691,"array([ 1.65263861, -0.39156068])"
615,692,"array([ 1.65547306, -0.4448262 ])"
616,699,"array([ 1.65495795, -0.4061039 ])"
617,702,"array([ 1.67702783, -0.42845287])"
618,733,"array([ 1.66476737, -0.39724155])"
619,740,"array([ 1.66870589, -0.40662956])"
620,750,"array([ 1.68775666, -0.43265905])"
621,768,"array([ 1.69563642, -0.42581909])"
622,797,"array([ 1.67046425, -0.42967665])"
623,798,"array([ 1.67555191, -0.42103916])"
624,803,"array([ 1.66953455, -0.44910079])"
625,807,"array([ 1.64369673, -0.40326465])"
626,809,"array([ 1.69115268, -0.42632625])"
627,846,"array([ 1.63346106, -0.39889852])"
628,848,"array([ 1.69911381, -0.38127072])"
629,850,"array([ 1.63926386, -0.40577238])"
630,853,"array([ 1.67435308, -0.41404481])"
631,872,"array([ 1.69395329, -0.4168391 ])"
632,880,"array([ 1.69571205, -0.39986027])"
633,886,"array([ 1.6733276 , -0.41222207])"
634,890,"array([ 1.6454209 , -0.41854901])"
635,901,"array([ 1.70790666, -0.41640285])"
636,909,"array([ 1.60160647, -0.43624537])"
637,936,"array([ 1.61461701, -0.39945012])"
638,948,"array([ 1.67585265, -0.40992416])"
639,949,"array([ 1.65489547, -0.36263767])"
640,950,"array([ 1.69760701, -0.43666331])"
641,951,"array([ 1.65823156, -0.40249962])"
642,953,"array([ 1.66904342, -0.38346488])"
643,960,"array([ 1.70631403, -0.41068141])"
644,961,"array([ 1.6819863 , -0.38660767])"
645,982,"array([ 1.69479053, -0.39415185])"
646,987,"array([ 1.694875  , -0.45736298])"
647,1000,"array([ 1.66444583, -0.43018111])"
648,1032,"array([ 1.70105243, -0.41997907])"
649,1059,"array([ 1.69591618, -0.44579846])"
650,1078,"array([ 1.62206031, -0.39985292])"
651,1083,"array([ 1.69043067, -0.39526615])"
652,1086,"array([ 1.64467613, -0.36094514])"
653,1089,"array([ 1.63671301, -0.38778262])"
654,1095,"array([ 1.6511771 , -0.39443799])"
655,1097,"array([ 1.63972526, -0.39542855])"
656,1110,"array([ 1.61855585, -0.42930403])"
657,1112,"array([ 1.66909704, -0.39817584])"
658,1139,"array([ 1.62402859, -0.47098351])"
659,1156,"array([ 1.68810999, -0.3947536 ])"
660,1164,"array([ 1.62296174, -0.42304979])"
661,1206,"array([ 1.65692811, -0.39799577])"
662,1229,"array([ 1.68606408, -0.42721779])"
663,1250,"array([ 1.60791186, -0.41932385])"
664,1269,"array([ 1.61248907, -0.41266755])"
665,1273,"array([ 1.65115908, -0.38576235])"
666,1281,"array([ 1.61017913, -0.41636278])"
667,1291,"array([ 1.64298024, -0.4109025 ])"
668,1324,"array([ 1.62874139, -0.3888439 ])"
669,1337,"array([ 1.68548329, -0.40053802])"
670,1345,"array([ 1.67286965, -0.39488365])"
671,1362,"array([ 1.65852089, -0.37534025])"
672,1394,"array([ 1.63098995, -0.37730735])"
673,1395,"array([ 1.65564611, -0.40302242])"
674,1396,"array([ 1.65796341, -0.43753908])"
675,1407,"array([ 1.67959969, -0.44440519])"
676,1431,"array([ 1.616593  , -0.38017911])"
677,1438,"array([ 1.66074454, -0.46088459])"
678,1439,"array([ 1.68052041, -0.43671395])"
679,1441,"array([ 1.69683164, -0.41417892])"
680,1452,"array([ 1.61687112, -0.38930468])"
681,1477,"array([ 1.6405948 , -0.38083744])"
682,1484,"array([ 1.67084282, -0.3956711 ])"
683,1491,"array([ 1.69663017, -0.39154957])"
684,1515,"array([ 1.67138775, -0.39063278])"
685,1530,"array([ 1.64337974, -0.43330008])"
686,1595,"array([ 1.67835994, -0.40827819])"
687,1600,"array([ 1.67622822, -0.3720319 ])"
688,1604,"array([ 1.64256211, -0.39680101])"
689,1627,"array([ 1.68567069, -0.41020771])"
690,1636,"array([ 1.66362686, -0.43692121])"
691,1651,"array([ 1.67814724, -0.42021482])"
692,1682,"array([ 1.60356193, -0.40907627])"
693,1720,"array([ 1.60639644, -0.45468272])"
694,1721,"array([ 1.62640302, -0.39655694])"
695,1722,"array([ 1.66468559, -0.43544088])"
696,1728,"array([ 1.61760724, -0.41928748])"
697,1754,"array([ 1.6646784 , -0.41304925])"
698,1774,"array([ 1.67315396, -0.42109684])"
699,1786,"array([ 1.70273172, -0.40558691])"
700,1794,"array([ 1.604314  , -0.39798423])"
701,1797,"array([ 1.61268239, -0.43600519])"
702,1802,"array([ 1.63692752, -0.4482844 ])"
703,1803,"array([ 1.69601901, -0.40534954])"
704,1807,"array([ 1.65160605, -0.43387987])"
705,1814,"array([ 1.64306667, -0.42665197])"
706,1886,"array([ 1.69493478, -0.38929182])"
707,1901,"array([ 1.63221583, -0.39245739])"
708,1904,"array([ 1.61078075, -0.42504081])"
709,1929,"array([ 1.68496146, -0.46477319])"
710,1939,"array([ 1.65984661, -0.39580523])"
711,1980,"array([ 1.68506858, -0.46037467])"
712,1982,"array([ 1.61924485, -0.38539637])"
713,1989,"array([ 1.68033837, -0.39206718])"
714,2008,"array([ 1.69934453, -0.39799933])"
715,2009,"array([ 1.64303236, -0.38263158])"
716,2021,"array([ 1.61047011, -0.44504488])"
717,2022,"array([ 1.62955822, -0.4538114 ])"
718,2029,"array([ 1.59331599, -0.43884613])"
719,2036,"array([ 1.69660974, -0.45480744])"
720,2053,"array([ 1.59817864, -0.38804631])"
721,2089,"array([ 1.70296536, -0.45359749])"
722,2102,"array([ 1.70249954, -0.43897185])"
723,2108,"array([ 1.68299552, -0.46245485])"
724,2128,"array([ 1.67223851, -0.38333804])"
725,2139,"array([ 1.65240127, -0.46589725])"
726,2165,"array([ 1.67027219, -0.44198837])"
727,2179,"array([ 1.64120781, -0.45654666])"
728,2180,"array([ 1.60560595, -0.39248634])"
729,2200,"array([ 1.64491233, -0.44902337])"
730,2207,"array([ 1.65792473, -0.4176489 ])"
731,2236,"array([ 1.63534524, -0.47119685])"
732,2259,"array([ 1.67668065, -0.37965193])"
733,2265,"array([ 1.70309202, -0.44167025])"
734,2314,"array([ 1.64864226, -0.39536467])"
735,2317,"array([ 1.64936904, -0.40360053])"
736,2325,"array([ 1.69952661, -0.41171332])"
737,2359,"array([ 1.67849576, -0.40363578])"
738,2378,"array([ 1.67391614, -0.38563369])"
739,2394,"array([ 1.65029082, -0.45833459])"
740,2405,"array([ 1.6950976 , -0.41952434])"
741,2428,"array([ 1.69316427, -0.44816362])"
742,2437,"array([ 1.60695306, -0.40107884])"
743,2440,"array([ 1.69058264, -0.45374749])"
744,2477,"array([ 1.62348572, -0.41642942])"
745,2490,"array([ 1.64839355, -0.37637505])"
746,2501,"array([ 1.6313425 , -0.40451215])"
747,2518,"array([ 1.67895822, -0.41602852])"
748,2544,"array([ 1.66426099, -0.39489722])"
749,2545,"array([ 1.68777399, -0.43679606])"
750,2546,"array([ 1.62674389, -0.39021537])"
751,2552,"array([ 1.69762824, -0.40341066])"
752,2569,"array([ 1.68810181, -0.39750534])"
753,2580,"array([ 1.68541319, -0.39094888])"
754,2615,"array([ 1.65640963, -0.38077741])"
755,2631,"array([ 1.66259774, -0.38373239])"
756,2638,"array([ 1.66730486, -0.38186951])"
757,2640,"array([ 1.6518032 , -0.38316013])"
758,2659,"array([ 1.59481819, -0.46113137])"
759,2665,"array([ 1.6091697, -0.4521597])"
760,2678,"array([ 1.67915038, -0.40061009])"
761,2682,"array([ 1.60971219, -0.4052846 ])"
762,2713,"array([ 1.70112494, -0.40729229])"
763,2734,"array([ 1.67084686, -0.39349149])"
764,2750,"array([ 1.60199431, -0.40349394])"
765,2771,"array([ 1.68385674, -0.38489134])"
766,2794,"array([ 1.64450561, -0.45544582])"
767,2847,"array([ 1.69696881, -0.39681507])"
768,2993,"array([ 1.60300168, -0.41260844])"
769,3027,"array([ 1.70127376, -0.41634431])"
770,3061,"array([ 1.62140521, -0.41724623])"
771,3067,"array([ 1.69872142, -0.40627238])"
772,3093,"array([ 1.60036349, -0.39698077])"
773,3118,"array([ 1.61031919, -0.43944831])"
774,3176,"array([ 1.59725728, -0.4581679 ])"
775,218,"array([ 1.67390683, -0.41674677])"
776,722,"array([ 1.66744212, -0.39455603])"
777,808,"array([ 1.62641265, -0.43609514])"
778,959,"array([ 1.62785754, -0.41227394])"
779,1076,"array([ 1.71016283, -0.39212849])"
780,1664,"array([ 1.63142029, -0.38930649])"
781,1885,"array([ 1.69223434, -0.38909087])"
782,2470,"array([ 1.70748781, -0.39407834])"
783,172,"array([ 1.64535453, -0.41511528])"
784,286,"array([ 1.65996282, -0.41178854])"
785,287,"array([ 1.65000641, -0.41724026])"
786,1386,"array([ 1.610825  , -0.36104322])"
787,255,"array([ 1.63225925, -0.43886548])"
788,525,"array([ 1.62217402, -0.40512247])"
789,538,"array([ 1.62380589, -0.41289007])"
790,613,"array([ 1.65339611, -0.41386616])"
791,651,"array([ 1.69421778, -0.39804451])"
792,659,"array([ 1.6138637 , -0.35963665])"
793,769,"array([ 1.62908173, -0.40578499])"
794,1222,"array([ 1.68002404, -0.41351278])"
795,2076,"array([ 1.61768201, -0.46633528])"
796,2452,"array([ 1.66745328, -0.4610455 ])"
797,2468,"array([ 1.65877623, -0.42602168])"
798,14,"array([ 1.6561045 , -0.44732116])"
799,436,"array([ 1.62251734, -0.40218801])"
800,468,"array([ 1.64677349, -0.44189158])"
801,1101,"array([ 1.59970399, -0.41545433])"
802,1183,"array([ 1.58803463, -0.43731515])"
803,2224,"array([ 1.64588187, -0.44526582])"
804,2565,"array([ 1.6140087, -0.4530048])"
805,3010,"array([ 1.62551601, -0.39421498])"
806,3038,"array([ 1.59204517, -0.44813533])"
807,16,"array([ 1.69416294, -0.40894956])"
808,138,"array([ 1.66710296, -0.41746184])"
809,139,"array([ 1.66618491, -0.4196064 ])"
810,278,"array([ 1.66982624, -0.42766506])"
811,321,"array([ 1.66719062, -0.40345812])"
812,391,"array([ 1.69167465, -0.4324603 ])"
813,609,"array([ 1.72803133, -0.39703109])"
814,725,"array([ 1.67312023, -0.42738742])"
815,735,"array([ 1.64421266, -0.40627762])"
816,1012,"array([ 1.66266332, -0.38766315])"
817,1019,"array([ 1.66327668, -0.40114419])"
818,60,"array([ 1.69197715, -0.41008028])"
819,422,"array([ 1.6712658 , -0.39908898])"
820,443,"array([ 1.67928713, -0.43074705])"
821,804,"array([ 1.70191363, -0.38271704])"
822,887,"array([ 1.68692442, -0.4302027 ])"
823,972,"array([ 1.71324753, -0.41941171])"
824,980,"array([ 1.72044651, -0.41931201])"
825,1129,"array([ 1.68447458, -0.41586308])"
826,18,"array([ 1.62971269, -0.40039282])"
827,128,"array([ 1.67264905, -0.40064069])"
828,150,"array([ 1.64722826, -0.44876079])"
829,556,"array([ 1.62783048, -0.43105781])"
830,564,"array([ 1.66058805, -0.39176778])"
831,726,"array([ 1.67198842, -0.40526674])"
832,772,"array([ 1.6772524 , -0.39895929])"
833,1069,"array([ 1.61455599, -0.41599311])"
834,1280,"array([ 1.61299007, -0.40763797])"
835,1313,"array([ 1.60442137, -0.43431071])"
836,1584,"array([ 1.65575921, -0.40997373])"
837,1731,"array([ 1.64811006, -0.39801582])"
838,2222,"array([ 1.63009662, -0.38213383])"
839,2624,"array([ 1.62521901, -0.43883407])"
840,2717,"array([ 1.6397616 , -0.39154151])"
841,2775,"array([ 1.5835037 , -0.40116657])"
842,2885,"array([ 1.63339559, -0.46331085])"
843,3138,"array([ 1.60034254, -0.44179287])"
844,56,"array([ 1.61709978, -0.44078912])"
845,174,"array([ 1.63299674, -0.44077123])"
846,326,"array([ 1.67781994, -0.4060561 ])"
847,349,"array([ 1.64989247, -0.46066218])"
848,895,"array([ 1.58654832, -0.39325989])"
849,1531,"array([ 1.61023044, -0.41901328])"
850,2345,"array([ 1.59954543, -0.40017313])"
851,2830,"array([ 1.62505902, -0.3882131 ])"
852,21,"array([ 1.60825612, -0.44133575])"
853,124,"array([ 1.67455361, -0.40556022])"
854,142,"array([ 1.67354355, -0.45808673])"
855,220,"array([ 1.66064788, -0.44380161])"
856,295,"array([ 1.66770858, -0.42729444])"
857,369,"array([ 1.60721734, -0.46105985])"
858,515,"array([ 1.68195555, -0.42706496])"
859,939,"array([ 1.66977167, -0.40450206])"
860,1698,"array([ 1.61005879, -0.46785525])"
861,2657,"array([ 1.65533856, -0.45963278])"
862,2723,"array([ 1.59112225, -0.48687602])"
863,2872,"array([ 1.59741633, -0.41722477])"
864,2976,"array([ 1.59589867, -0.47902461])"
865,2977,"array([ 1.62768988, -0.4656902 ])"
866,2995,"array([ 1.63628281, -0.42413647])"
867,624,"array([ 1.58778629, -0.44007256])"
868,875,"array([ 1.5990018 , -0.43504846])"
869,418,"array([ 1.67671635, -0.45592148])"
870,478,"array([ 1.66627698, -0.40929463])"
871,727,"array([ 1.68165924, -0.41618514])"
872,754,"array([ 1.6920311 , -0.41300493])"
873,1160,"array([ 1.71289802, -0.4354563 ])"
874,3173,"array([ 1.68904159, -0.45143805])"
875,68,"array([ 1.66910826, -0.41207745])"
876,535,"array([ 1.65588346, -0.37512041])"
877,1236,"array([ 1.73898996, -0.39002465])"
878,2850,"array([ 1.73312888, -0.38111776])"
879,25,"array([ 1.63321767, -0.403165  ])"
880,35,"array([ 1.63323981, -0.41601655])"
881,771,"array([ 1.60205178, -0.36392371])"
882,165,"array([ 1.61228116, -0.41524146])"
883,432,"array([ 1.63126099, -0.39875728])"
884,465,"array([ 1.59411521, -0.36430034])"
885,506,"array([ 1.60883331, -0.38865344])"
886,678,"array([ 1.62659655, -0.41873586])"
887,3079,"array([ 1.60340905, -0.38614103])"
888,81,"array([ 1.62983318, -0.43559789])"
889,1210,"array([ 1.59837888, -0.43137628])"
890,107,"array([ 1.60721148, -0.47682935])"
891,180,"array([ 1.62191992, -0.41414164])"
892,239,"array([ 1.63754054, -0.45231826])"
893,262,"array([ 1.60073344, -0.43028276])"
894,338,"array([ 1.62986369, -0.4132915 ])"
895,376,"array([ 1.62826895, -0.44278717])"
896,398,"array([ 1.6424274 , -0.38903724])"
897,401,"array([ 1.61969923, -0.41499535])"
898,456,"array([ 1.62918362, -0.43869312])"
899,497,"array([ 1.60297643, -0.4757748 ])"
900,504,"array([ 1.65204111, -0.44573896])"
901,568,"array([ 1.65538106, -0.43690226])"
902,747,"array([ 1.5927573 , -0.41650094])"
903,910,"array([ 1.6367605 , -0.43478478])"
904,978,"array([ 1.63125324, -0.46428527])"
905,1088,"array([ 1.61760775, -0.39469134])"
906,1312,"array([ 1.58111514, -0.45074652])"
907,1387,"array([ 1.67496052, -0.4317484 ])"
908,1661,"array([ 1.59217385, -0.45838182])"
909,1707,"array([ 1.59269131, -0.45467023])"
910,1756,"array([ 1.61349228, -0.42741819])"
911,1876,"array([ 1.61996388, -0.45284527])"
912,1879,"array([ 1.63382897, -0.40550683])"
913,1917,"array([ 1.58926737, -0.45234779])"
914,2013,"array([ 1.63733359, -0.39797103])"
915,2071,"array([ 1.5862379 , -0.47363499])"
916,2184,"array([ 1.64929826, -0.38133137])"
917,2592,"array([ 1.62850825, -0.39541617])"
918,2614,"array([ 1.61065732, -0.40804637])"
919,2697,"array([ 1.57295355, -0.45549862])"
920,3175,"array([ 1.6066123, -0.4224988])"
921,619,"array([ 1.66113953, -0.46319942])"
922,1300,"array([ 1.64934737, -0.49394426])"
923,2254,"array([ 1.60504849, -0.49025048])"
924,243,"array([ 1.62625757, -0.42757626])"
925,302,"array([ 1.62471185, -0.4011208 ])"
926,307,"array([ 1.671085  , -0.41014958])"
927,328,"array([ 1.61309275, -0.46052006])"
928,395,"array([ 1.67720849, -0.41743618])"
929,646,"array([ 1.65687617, -0.45573736])"
930,838,"array([ 1.60400416, -0.40633578])"
931,994,"array([ 1.66691026, -0.44989229])"
932,1225,"array([ 1.67135946, -0.42247093])"
933,1545,"array([ 1.60152466, -0.42781288])"
934,3154,"array([ 1.57813772, -0.40491374])"
935,2439,"array([ 1.65478715, -0.377445  ])"
936,34,"array([ 1.6292283 , -0.40252061])"
937,51,"array([ 1.64874442, -0.41059525])"
938,178,"array([ 1.63934465, -0.40250418])"
939,408,"array([ 1.6591612 , -0.41584716])"
940,684,"array([ 1.69393522, -0.38600698])"
941,790,"array([ 1.63544478, -0.3973757 ])"
942,829,"array([ 1.67750303, -0.46347718])"
943,1175,"array([ 1.65774006, -0.38594885])"
944,1267,"array([ 1.68254613, -0.41139456])"
945,1360,"array([ 1.6722993 , -0.44593677])"
946,1435,"array([ 1.66259811, -0.43357778])"
947,1554,"array([ 1.67000465, -0.47614466])"
948,2330,"array([ 1.69183799, -0.44004195])"
949,2701,"array([ 1.72108492, -0.40482116])"
950,2806,"array([ 1.64590302, -0.45245398])"
951,583,"array([ 1.63012909, -0.41649913])"
952,1467,"array([ 1.60059266, -0.42421408])"
953,36,"array([ 1.64407423, -0.41726659])"
954,314,"array([ 1.63552942, -0.44637639])"
955,473,"array([ 1.66667494, -0.43447755])"
956,1543,"array([ 1.62430637, -0.42813109])"
957,1744,"array([ 1.63394768, -0.41307968])"
958,1888,"array([ 1.62532114, -0.36135587])"
959,39,"array([ 1.64548027, -0.41249933])"
960,53,"array([ 1.69163135, -0.43536717])"
961,79,"array([ 1.67685235, -0.42253353])"
962,93,"array([ 1.62067557, -0.40946096])"
963,193,"array([ 1.6574083 , -0.37810838])"
964,196,"array([ 1.66895881, -0.40091107])"
965,226,"array([ 1.65086652, -0.44958518])"
966,237,"array([ 1.66107347, -0.37952416])"
967,252,"array([ 1.64134878, -0.40460042])"
968,294,"array([ 1.67471574, -0.44564254])"
969,322,"array([ 1.67347801, -0.3885114 ])"
970,337,"array([ 1.69326079, -0.42085243])"
971,347,"array([ 1.64014073, -0.3700698 ])"
972,348,"array([ 1.63947097, -0.41253698])"
973,364,"array([ 1.6302797 , -0.42088315])"
974,406,"array([ 1.65547185, -0.42203222])"
975,409,"array([ 1.67319956, -0.41870323])"
976,444,"array([ 1.6588842 , -0.45799715])"
977,476,"array([ 1.61864933, -0.4059322 ])"
978,493,"array([ 1.65483583, -0.43200188])"
979,507,"array([ 1.67526481, -0.42900292])"
980,537,"array([ 1.6081173 , -0.38374865])"
981,545,"array([ 1.62203351, -0.3788873 ])"
982,565,"array([ 1.6160586 , -0.43224627])"
983,576,"array([ 1.66040598, -0.40724361])"
984,618,"array([ 1.60983976, -0.36536176])"
985,631,"array([ 1.62213808, -0.41995522])"
986,668,"array([ 1.68331546, -0.39478857])"
987,673,"array([ 1.64865035, -0.41562857])"
988,677,"array([ 1.69221368, -0.40495826])"
989,713,"array([ 1.66375958, -0.42643412])"
990,719,"array([ 1.63426423, -0.38682157])"
991,751,"array([ 1.65953416, -0.40508648])"
992,753,"array([ 1.69646233, -0.38373209])"
993,756,"array([ 1.65349586, -0.4335868 ])"
994,785,"array([ 1.69330078, -0.39609883])"
995,788,"array([ 1.6101127 , -0.38047102])"
996,876,"array([ 1.60287515, -0.39105114])"
997,991,"array([ 1.62173482, -0.40698167])"
998,1001,"array([ 1.70339323, -0.42670349])"
999,1010,"array([ 1.70513091, -0.40813807])"
1000,1038,"array([ 1.68252958, -0.41402715])"
1001,1057,"array([ 1.66806555, -0.36736544])"
1002,1120,"array([ 1.66419341, -0.35637489])"
1003,1138,"array([ 1.65001216, -0.36425102])"
1004,1143,"array([ 1.66220232, -0.45148677])"
1005,1149,"array([ 1.68331482, -0.43253827])"
1006,1155,"array([ 1.62048148, -0.4307384 ])"
1007,1162,"array([ 1.61071969, -0.40087489])"
1008,1167,"array([ 1.69085444, -0.39268824])"
1009,1181,"array([ 1.69862454, -0.44666926])"
1010,1187,"array([ 1.70060561, -0.42756637])"
1011,1199,"array([ 1.68832879, -0.41648806])"
1012,1226,"array([ 1.6170558 , -0.41243616])"
1013,1233,"array([ 1.67587651, -0.41888143])"
1014,1245,"array([ 1.64452218, -0.420362  ])"
1015,1257,"array([ 1.607879  , -0.39109781])"
1016,1266,"array([ 1.64784567, -0.35403601])"
1017,1302,"array([ 1.68750619, -0.37108326])"
1018,1307,"array([ 1.66712746, -0.37795019])"
1019,1329,"array([ 1.60715904, -0.39825938])"
1020,1340,"array([ 1.68989207, -0.44938726])"
1021,1383,"array([ 1.67145863, -0.46042793])"
1022,1398,"array([ 1.69533681, -0.43567085])"
1023,1416,"array([ 1.6160276 , -0.40176417])"
1024,1478,"array([ 1.64781726, -0.36821979])"
1025,1501,"array([ 1.65963712, -0.36896499])"
1026,1683,"array([ 1.67523776, -0.37648363])"
1027,1690,"array([ 1.67331858, -0.36940605])"
1028,1715,"array([ 1.62915728, -0.46253875])"
1029,1745,"array([ 1.68002092, -0.41867056])"
1030,1796,"array([ 1.61802765, -0.3599536 ])"
1031,1808,"array([ 1.60926446, -0.41416794])"
1032,1811,"array([ 1.61426277, -0.44171336])"
1033,1846,"array([ 1.68185169, -0.4346155 ])"
1034,1853,"array([ 1.64755205, -0.37096737])"
1035,1899,"array([ 1.6377592 , -0.37903243])"
1036,1902,"array([ 1.69277606, -0.42401745])"
1037,1993,"array([ 1.67680403, -0.38594399])"
1038,1998,"array([ 1.63183741, -0.44383176])"
1039,2045,"array([ 1.60103088, -0.37760386])"
1040,2063,"array([ 1.66647825, -0.3848422 ])"
1041,2163,"array([ 1.64142476, -0.36375656])"
1042,2213,"array([ 1.61191532, -0.42063164])"
1043,2225,"array([ 1.68982804, -0.39004215])"
1044,2251,"array([ 1.67329593, -0.44248135])"
1045,2264,"array([ 1.68586016, -0.37646001])"
1046,2276,"array([ 1.64473818, -0.36744336])"
1047,2292,"array([ 1.6500366 , -0.39773947])"
1048,2299,"array([ 1.68977265, -0.37732064])"
1049,2306,"array([ 1.67601584, -0.382859  ])"
1050,2326,"array([ 1.68893052, -0.41425997])"
1051,2347,"array([ 1.63937366, -0.35802376])"
1052,2348,"array([ 1.59868848, -0.42275897])"
1053,2402,"array([ 1.62612535, -0.46086133])"
1054,2411,"array([ 1.6000458 , -0.39404288])"
1055,2507,"array([ 1.61937117, -0.41812878])"
1056,2538,"array([ 1.68214185, -0.39772488])"
1057,2555,"array([ 1.62260762, -0.37048782])"
1058,2611,"array([ 1.64211187, -0.37180522])"
1059,2616,"array([ 1.63169203, -0.36216227])"
1060,2674,"array([ 1.6424542 , -0.45390468])"
1061,2824,"array([ 1.6570975, -0.3685956])"
1062,2825,"array([ 1.66167646, -0.37100736])"
1063,2842,"array([ 1.66972645, -0.45102552])"
1064,3058,"array([ 1.69109243, -0.38176757])"
1065,3113,"array([ 1.60521915, -0.41140353])"
1066,3117,"array([ 1.65648489, -0.36605332])"
1067,3127,"array([ 1.69898848, -0.42286492])"
1068,3150,"array([ 1.68052149, -0.37858977])"
1069,475,"array([ 1.64974628, -0.41247076])"
1070,599,"array([ 1.66882937, -0.38611459])"
1071,796,"array([ 1.63730804, -0.39504989])"
1072,922,"array([ 1.68794252, -0.44007039])"
1073,1688,"array([ 1.66355583, -0.46439212])"
1074,1763,"array([ 1.71485096, -0.45250809])"
1075,2141,"array([ 1.62984579, -0.45127485])"
1076,2513,"array([ 1.70238433, -0.42241586])"
1077,48,"array([ 1.67637639, -0.43982236])"
1078,84,"array([ 1.65564526, -0.43435465])"
1079,260,"array([ 1.69532561, -0.4229057 ])"
1080,271,"array([ 1.69144591, -0.44244999])"
1081,306,"array([ 1.70511554, -0.44324116])"
1082,424,"array([ 1.67350818, -0.37251785])"
1083,430,"array([ 1.71360401, -0.43113129])"
1084,752,"array([ 1.67037182, -0.38845086])"
1085,777,"array([ 1.66485295, -0.39166428])"
1086,1004,"array([ 1.66303489, -0.39876618])"
1087,1011,"array([ 1.71412963, -0.39324295])"
1088,1072,"array([ 1.64527646, -0.44074052])"
1089,1108,"array([ 1.68330166, -0.37824725])"
1090,1128,"array([ 1.68303985, -0.39203386])"
1091,1253,"array([ 1.63508213, -0.45821589])"
1092,1278,"array([ 1.67728931, -0.43658412])"
1093,1286,"array([ 1.74039099, -0.39619032])"
1094,1301,"array([ 1.72277563, -0.39661629])"
1095,1336,"array([ 1.6855145, -0.3977508])"
1096,1365,"array([ 1.7247988 , -0.40039523])"
1097,1535,"array([ 1.68042357, -0.38151525])"
1098,1536,"array([ 1.72986933, -0.42457933])"
1099,1609,"array([ 1.70132023, -0.43027734])"
1100,1612,"array([ 1.63830756, -0.4234323 ])"
1101,1781,"array([ 1.70240738, -0.41327274])"
1102,1836,"array([ 1.725893  , -0.41016248])"
1103,1843,"array([ 1.71092747, -0.39994356])"
1104,1894,"array([ 1.6676105 , -0.39015139])"
1105,1922,"array([ 1.65276608, -0.41127217])"
1106,1971,"array([ 1.66249317, -0.42145893])"
1107,2034,"array([ 1.72562692, -0.40667481])"
1108,2115,"array([ 1.67839436, -0.44181731])"
1109,2289,"array([ 1.70535239, -0.37236204])"
1110,2350,"array([ 1.71026551, -0.42691566])"
1111,2406,"array([ 1.6683513 , -0.45340787])"
1112,2434,"array([ 1.63786175, -0.41221762])"
1113,2505,"array([ 1.7355183 , -0.38642096])"
1114,2554,"array([ 1.67347601, -0.39262848])"
1115,2593,"array([ 1.69510435, -0.45253877])"
1116,2700,"array([ 1.67127293, -0.37466669])"
1117,2759,"array([ 1.68567987, -0.37373507])"
1118,2788,"array([ 1.7166792 , -0.42107458])"
1119,2917,"array([ 1.66974351, -0.37830378])"
1120,2940,"array([ 1.70671854, -0.39075742])"
1121,3022,"array([ 1.7250926 , -0.42685705])"
