# index, name, _pos
2104,5351,"array([ 2.79996441, -0.97772096])"
2105,5562,"array([ 2.71426831, -0.88803899])"
2106,5577,"array([ 2.7183561 , -0.90931734])"
2107,5708,"array([ 2.74773173, -0.88108063])"
2108,5710,"array([ 2.81061739, -0.85069558])"
2109,5716,"array([ 2.77719193, -0.87890218])"
2110,5771,"array([ 2.86375524, -0.95064295])"
2111,5835,"array([ 2.7086856 , -0.95663087])"
2112,5871,"array([ 2.70067964, -0.95950155])"
2113,5896,"array([ 2.81771614, -1.00001077])"
2114,6305,"array([ 2.68050612, -0.93617233])"
2115,6472,"array([ 2.7534648 , -1.00628989])"
2116,6995,"array([ 2.81891709, -0.95984503])"
2117,7413,"array([ 2.74208295, -0.84917046])"
2118,7419,"array([ 2.83570329, -0.92399883])"
2119,8009,"array([ 2.75989587, -0.97924228])"
2120,8136,"array([ 2.81683841, -0.94026384])"
2121,8235,"array([ 2.71185782, -0.86448184])"
2122,8254,"array([ 2.69164557, -0.89941536])"
2123,8516,"array([ 2.68863527, -0.9592014 ])"
2124,8609,"array([ 2.71127653, -0.85738981])"
2125,8636,"array([ 2.71315984, -0.86123796])"
2126,9125,"array([ 2.753034  , -0.86264943])"
2127,9345,"array([ 2.67293176, -0.9567647 ])"
2128,5256,"array([ 2.67318066, -0.8245949 ])"
2129,62,"array([ 2.78857226, -0.89866566])"
2130,66,"array([ 2.81726545, -0.89813495])"
2131,153,"array([ 2.84988278, -0.88745619])"
2132,192,"array([ 2.79526215, -1.02365397])"
2133,376,"array([ 2.75814766, -0.93350475])"
2134,926,"array([ 2.8146094 , -0.98835092])"
2135,1545,"array([ 2.86255408, -1.0408023 ])"
2136,2238,"array([ 2.81542801, -0.91600447])"
2137,2664,"array([ 2.79689784, -0.9424141 ])"
2138,3835,"array([ 2.86203605, -1.03139295])"
2139,3975,"array([ 2.83684169, -1.01973748])"
2140,4759,"array([ 2.89348797, -0.91531883])"
2141,5047,"array([ 2.77465452, -0.9790448 ])"
2142,5230,"array([ 2.84634872, -0.89958161])"
2143,5683,"array([ 2.88062641, -0.94416118])"
2144,5905,"array([ 2.85580361, -1.03222758])"
2145,6419,"array([ 2.85775492, -1.04041777])"
2146,6618,"array([ 2.86735505, -0.96612911])"
2147,7601,"array([ 2.81573087, -1.04465939])"
2148,8559,"array([ 2.842511 , -0.9378291])"
2149,24,"array([ 2.93619832, -0.9732863 ])"
2150,663,"array([ 2.8051149 , -0.99457022])"
2151,932,"array([ 2.79195505, -0.90080529])"
2152,1251,"array([ 2.87370386, -0.96897498])"
2153,3636,"array([ 2.84431873, -0.94109944])"
2154,4128,"array([ 2.83489845, -0.87151942])"
2155,4697,"array([ 2.8791251 , -0.89533667])"
2156,25,"array([ 2.97591939, -0.9506877 ])"
2157,26,"array([ 2.90019196, -0.91106104])"
2158,28,"array([ 2.66327482, -0.87258763])"
2159,147,"array([ 2.79394656, -0.89369728])"
2160,322,"array([ 2.74902289, -0.93444502])"
2161,324,"array([ 2.73229716, -0.8656371 ])"
2162,339,"array([ 2.81493829, -0.83269945])"
2163,413,"array([ 2.75699753, -0.8870792 ])"
2164,429,"array([ 2.83923844, -0.9053673 ])"
2165,494,"array([ 2.73061926, -0.90168334])"
2166,573,"array([ 2.77196758, -0.91763051])"
2167,574,"array([ 2.67575048, -0.84086475])"
2168,590,"array([ 2.68911901, -0.83498628])"
2169,620,"array([ 2.77201419, -0.95611459])"
2170,659,"array([ 2.73331717, -0.82220639])"
2171,677,"array([ 2.83876395, -0.87941472])"
2172,723,"array([ 2.72079525, -0.84211216])"
2173,727,"array([ 2.79227904, -0.90904822])"
2174,810,"array([ 2.78221695, -0.96260314])"
2175,878,"array([ 2.68899399, -0.91852418])"
2176,947,"array([ 2.72124644, -0.9100861 ])"
2177,973,"array([ 2.85391165, -0.90476372])"
2178,997,"array([ 2.78504931, -0.96905486])"
2179,1022,"array([ 2.71598832, -0.8499125 ])"
2180,1041,"array([ 2.78218126, -0.8973732 ])"
2181,1060,"array([ 2.70777781, -0.80939501])"
2182,1096,"array([ 2.82465196, -0.94213443])"
2183,1254,"array([ 2.79092259, -0.89707342])"
2184,1308,"array([ 2.77621668, -0.93153028])"
2185,1359,"array([ 2.80137753, -0.83450894])"
2186,1374,"array([ 2.83149802, -0.92434952])"
2187,1386,"array([ 2.77162358, -0.82405732])"
2188,1419,"array([ 2.71358091, -0.88043004])"
2189,1499,"array([ 2.71542726, -0.86798228])"
2190,1567,"array([ 2.72916707, -0.96024744])"
2191,1773,"array([ 2.81557648, -0.91371   ])"
2192,1890,"array([ 2.78623749, -0.80903432])"
2193,1898,"array([ 2.8314804 , -0.92214695])"
2194,1955,"array([ 2.72566429, -0.86266919])"
2195,1987,"array([ 2.80798902, -0.9327423 ])"
2196,2025,"array([ 2.69130034, -0.82542791])"
2197,2042,"array([ 2.7258898 , -0.84250738])"
2198,2104,"array([ 2.77467433, -0.94726346])"
2199,2163,"array([ 2.760152  , -0.90713785])"
2200,2264,"array([ 2.77509616, -0.81898222])"
2201,2374,"array([ 2.77818096, -0.91225919])"
2202,2403,"array([ 2.7584721 , -0.90869958])"
2203,2413,"array([ 2.80841433, -0.93721783])"
2204,2435,"array([ 2.71609838, -0.91855132])"
2205,2459,"array([ 2.7429276 , -0.84186443])"
2206,2554,"array([ 2.68609345, -0.83113481])"
2207,2559,"array([ 2.80775558, -0.99929057])"
2208,2563,"array([ 2.82450741, -0.89715958])"
2209,2575,"array([ 2.82501636, -0.91079074])"
2210,2590,"array([ 2.72710337, -0.90185189])"
2211,2593,"array([ 2.70418566, -0.88206165])"
2212,2608,"array([ 2.80090288, -0.88788633])"
2213,2652,"array([ 2.78431038, -0.89721032])"
2214,2741,"array([ 2.80979401, -0.99686273])"
2215,2821,"array([ 2.78772556, -0.81940331])"
2216,2825,"array([ 2.8374492, -0.9137761])"
2217,2914,"array([ 2.78095965, -0.82906059])"
2218,2940,"array([ 2.66932656, -0.84394694])"
2219,3011,"array([ 2.71012123, -0.96940051])"
2220,3038,"array([ 2.8499479 , -0.83363799])"
2221,3139,"array([ 2.74304961, -0.88527519])"
2222,3142,"array([ 2.80012261, -0.936973  ])"
2223,3146,"array([ 2.74341894, -0.95768889])"
2224,3175,"array([ 2.77099855, -0.8088474 ])"
2225,3194,"array([ 2.83039017, -0.85641936])"
2226,3201,"array([ 2.77673008, -0.95370588])"
2227,3209,"array([ 2.78109842, -0.91205035])"
2228,3221,"array([ 2.77000451, -0.91055187])"
2229,3227,"array([ 2.81654274, -0.9315542 ])"
2230,3264,"array([ 2.69936384, -0.88260565])"
2231,3283,"array([ 2.69832527, -0.93916076])"
2232,3328,"array([ 2.76138133, -0.84555817])"
2233,3392,"array([ 2.78192326, -0.9272367 ])"
2234,3418,"array([ 2.69619818, -0.91563863])"
2235,3677,"array([ 2.70777846, -0.84162986])"
2236,3702,"array([ 2.74081256, -0.87851391])"
2237,3708,"array([ 2.736352  , -0.89553724])"
2238,3722,"array([ 2.73481204, -0.83691024])"
2239,3727,"array([ 2.70271662, -0.87102034])"
2240,3731,"array([ 2.69757945, -0.92694099])"
2241,3771,"array([ 2.66073683, -0.88928509])"
2242,3931,"array([ 2.72945843, -0.88075517])"
2243,3961,"array([ 2.78303343, -0.99826162])"
2244,3970,"array([ 2.67234118, -0.85993632])"
2245,4005,"array([ 2.76146383, -0.9773425 ])"
2246,4051,"array([ 2.66719794, -0.87255181])"
2247,4105,"array([ 2.72096413, -0.8383401 ])"
2248,4137,"array([ 2.76693409, -0.89887543])"
2249,4160,"array([ 2.79905201, -0.87739448])"
2250,4200,"array([ 2.77557858, -0.96462152])"
2251,4234,"array([ 2.78782228, -0.90905939])"
2252,4285,"array([ 2.72774534, -0.82651897])"
2253,4331,"array([ 2.78742099, -0.94509155])"
2254,4369,"array([ 2.67571332, -0.84709733])"
2255,4378,"array([ 2.69126166, -0.87134591])"
2256,4379,"array([ 2.72407993, -0.90064611])"
2257,4387,"array([ 2.71443602, -0.83922208])"
2258,4390,"array([ 2.81550145, -0.99537233])"
2259,4393,"array([ 2.73375001, -0.87154968])"
2260,4430,"array([ 2.74045172, -0.83501429])"
2261,4436,"array([ 2.72881427, -0.87616001])"
2262,4468,"array([ 2.688419 , -0.9296597])"
2263,4524,"array([ 2.7041763 , -0.96086885])"
2264,4616,"array([ 2.7626051 , -0.81549575])"
2265,4678,"array([ 2.74538105, -0.96441077])"
2266,4687,"array([ 2.78257823, -0.9669564 ])"
2267,4728,"array([ 2.75291211, -0.9840613 ])"
2268,4742,"array([ 2.81087425, -0.85873992])"
2269,4757,"array([ 2.70199367, -0.8451292 ])"
2270,4852,"array([ 2.71887192, -0.89952249])"
2271,4895,"array([ 2.68672734, -0.88585216])"
2272,4898,"array([ 2.73921812, -0.98166781])"
2273,4928,"array([ 2.78313551, -0.9464169 ])"
2274,4954,"array([ 2.76372773, -0.94180587])"
2275,4977,"array([ 2.79810543, -0.82882279])"
2276,5046,"array([ 2.7852975 , -0.98025672])"
2277,5048,"array([ 2.70508992, -0.85469375])"
2278,5050,"array([ 2.71876261, -0.86099576])"
2279,5125,"array([ 2.71779308, -0.85792945])"
2280,5147,"array([ 2.77652259, -0.84878597])"
2281,5190,"array([ 2.82995389, -0.83063371])"
2282,5243,"array([ 2.73322516, -0.82964612])"
2283,5291,"array([ 2.74460957, -0.89881028])"
2284,5349,"array([ 2.6969087 , -0.89122994])"
2285,5601,"array([ 2.71143859, -0.90302244])"
2286,5608,"array([ 2.69466012, -0.91818357])"
2287,5619,"array([ 2.72174346, -0.8570556 ])"
2288,5666,"array([ 2.68876619, -0.86966919])"
2289,5798,"array([ 2.73302799, -0.93641141])"
2290,5888,"array([ 2.80504199, -0.84943062])"
2291,5912,"array([ 2.69040087, -0.93497629])"
2292,5975,"array([ 2.79593655, -0.86614178])"
2293,5999,"array([ 2.71354088, -0.89127578])"
2294,6028,"array([ 2.77195237, -0.92204237])"
2295,6036,"array([ 2.69736085, -0.92421132])"
2296,6093,"array([ 2.68982701, -0.88097384])"
2297,6113,"array([ 2.74463583, -0.81545575])"
2298,6177,"array([ 2.74028988, -0.88870784])"
2299,6179,"array([ 2.70688572, -0.96849263])"
2300,6184,"array([ 2.76475577, -0.95633574])"
2301,6207,"array([ 2.83763529, -0.91920761])"
2302,6250,"array([ 2.83248905, -0.85407297])"
2303,6258,"array([ 2.83019798, -0.87461548])"
2304,6271,"array([ 2.69394544, -0.86597256])"
2305,6296,"array([ 2.6654443 , -0.87923326])"
2306,6298,"array([ 2.75420207, -0.79342248])"
2307,6355,"array([ 2.73842435, -0.96568248])"
2308,6415,"array([ 2.75608003, -0.85618976])"
2309,6460,"array([ 2.71160849, -0.85056768])"
2310,6529,"array([ 2.75399459, -0.918087  ])"
2311,6569,"array([ 2.70393035, -0.88726358])"
2312,6603,"array([ 2.6652134, -0.8638389])"
2313,6617,"array([ 2.79781305, -0.83418782])"
2314,6665,"array([ 2.72054376, -0.91515853])"
2315,6676,"array([ 2.73360959, -0.90652403])"
2316,6722,"array([ 2.71222432, -0.81301677])"
2317,6826,"array([ 2.79699877, -0.84680204])"
2318,6839,"array([ 2.73604146, -0.8853148 ])"
2319,6877,"array([ 2.72322099, -0.83329057])"
2320,6906,"array([ 2.65652541, -0.8835831 ])"
2321,6929,"array([ 2.83985879, -0.91251281])"
2322,6994,"array([ 2.80358208, -0.94853642])"
2323,7012,"array([ 2.7300163, -0.8307128])"
2324,7045,"array([ 2.66848794, -0.858594  ])"
2325,7053,"array([ 2.79967711, -0.9407118 ])"
2326,7219,"array([ 2.66250048, -0.92487355])"
2327,7265,"array([ 2.83760922, -0.95317073])"
2328,7312,"array([ 2.75127926, -0.83438534])"
2329,7321,"array([ 2.73416167, -0.87392301])"
2330,7437,"array([ 2.79476095, -0.85129918])"
2331,7524,"array([ 2.74848739, -0.81514193])"
2332,7555,"array([ 2.73118995, -0.95220658])"
2333,7687,"array([ 2.77396115, -0.82952204])"
2334,7720,"array([ 2.66188617, -0.89520236])"
2335,7727,"array([ 2.68255817, -0.88873048])"
2336,7740,"array([ 2.71103893, -0.87700205])"
2337,7773,"array([ 2.69953858, -0.9017639 ])"
2338,7775,"array([ 2.7829206 , -0.98113596])"
2339,7778,"array([ 2.71802065, -0.93639821])"
2340,7793,"array([ 2.76580822, -0.8414575 ])"
2341,7809,"array([ 2.74250511, -0.82193171])"
2342,7824,"array([ 2.66213583, -0.86652307])"
2343,7845,"array([ 2.71344896, -0.96656561])"
2344,7888,"array([ 2.70146524, -0.81611317])"
2345,7908,"array([ 2.74474377, -0.82519522])"
2346,7920,"array([ 2.70494637, -0.84797924])"
2347,7943,"array([ 2.68744119, -0.83898477])"
2348,7952,"array([ 2.67142248, -0.85190551])"
2349,7989,"array([ 2.81012173, -0.95838412])"
2350,8089,"array([ 2.78435987, -0.85451507])"
2351,8092,"array([ 2.78221854, -0.95283007])"
2352,8207,"array([ 2.72575879, -0.94946704])"
2353,8213,"array([ 2.7449418 , -0.94439137])"
2354,8222,"array([ 2.74463649, -0.95491053])"
2355,8223,"array([ 2.77445071, -0.9360897 ])"
2356,8251,"array([ 2.70741254, -0.94697802])"
2357,8296,"array([ 2.66609531, -0.89507789])"
2358,8304,"array([ 2.69331857, -0.90219079])"
2359,8414,"array([ 2.70148226, -0.84838432])"
2360,8467,"array([ 2.73942791, -0.8223168 ])"
2361,8504,"array([ 2.69911065, -0.96185539])"
2362,8524,"array([ 2.71878262, -0.85524955])"
2363,8529,"array([ 2.77050856, -0.84170986])"
2364,8557,"array([ 2.73869252, -0.86416939])"
2365,8655,"array([ 2.70361883, -0.92386581])"
2366,8691,"array([ 2.79214739, -0.83605371])"
2367,8735,"array([ 2.70181065, -0.9460536 ])"
2368,8796,"array([ 2.71487914, -0.87400027])"
2369,8829,"array([ 2.70325418, -0.92699548])"
2370,8861,"array([ 2.71690469, -0.97973774])"
2371,8888,"array([ 2.72130608, -0.84799812])"
2372,8908,"array([ 2.78810512, -0.84414839])"
2373,8931,"array([ 2.72621297, -0.83334915])"
2374,9095,"array([ 2.73963923, -0.81947804])"
2375,9138,"array([ 2.65046608, -0.85490757])"
2376,9140,"array([ 2.71220243, -0.89708715])"
2377,9160,"array([ 2.71753321, -0.80216793])"
2378,9239,"array([ 2.67469135, -0.9450048 ])"
2379,9273,"array([ 2.72704783, -0.8298764 ])"
2380,9298,"array([ 2.69887501, -0.81307382])"
2381,9308,"array([ 2.79581667, -0.95873047])"
2382,9323,"array([ 2.70291368, -0.93217897])"
2383,9344,"array([ 2.69322215, -0.94057036])"
2384,9357,"array([ 2.75011904, -0.89098356])"
2385,9358,"array([ 2.81560928, -0.98155335])"
2386,9372,"array([ 2.72861668, -0.84058674])"
2387,9423,"array([ 2.64435268, -0.90362368])"
2388,29,"array([ 2.68104782, -0.92401785])"
2389,5001,"array([ 2.60436028, -0.92795529])"
2390,5003,"array([ 2.71954159, -0.94287931])"
2391,5006,"array([ 2.7221275 , -0.94798575])"
2392,5009,"array([ 2.60644537, -0.9123235 ])"
2393,5011,"array([ 2.72374161, -0.9595429 ])"
2394,5012,"array([ 2.60656282, -0.93417046])"
2395,5014,"array([ 2.60686068, -0.94082994])"
2396,5018,"array([ 2.60894764, -0.92360337])"
2397,5021,"array([ 2.59289964, -0.9318326 ])"
2398,5025,"array([ 2.71812061, -0.9541455 ])"
2399,5026,"array([ 2.60493647, -0.91879897])"
2400,5036,"array([ 2.73755453, -0.8809324 ])"
2401,5038,"array([ 2.63592845, -0.9663943 ])"
2402,31,"array([ 2.82518653, -0.90263441])"
2403,194,"array([ 2.7611421 , -0.96347201])"
2404,296,"array([ 2.8275436 , -0.94663634])"
2405,345,"array([ 2.79317101, -0.88047245])"
2406,397,"array([ 2.79392709, -0.92665843])"
2407,410,"array([ 2.72297382, -0.96211198])"
2408,563,"array([ 2.74221711, -0.89698892])"
2409,672,"array([ 2.74609394, -0.92474623])"
2410,732,"array([ 2.803272  , -0.98768263])"
2411,737,"array([ 2.75466037, -1.01421383])"
2412,746,"array([ 2.78688276, -0.92233579])"
2413,813,"array([ 2.79171819, -0.95070198])"
2414,899,"array([ 2.75667263, -0.85026426])"
2415,927,"array([ 2.80699881, -0.91384401])"
2416,1071,"array([ 2.65292701, -0.9365189 ])"
2417,1155,"array([ 2.70416092, -0.91634315])"
2418,1191,"array([ 2.74987325, -0.8761301 ])"
2419,1265,"array([ 2.69692751, -0.93620487])"
2420,1318,"array([ 2.76291538, -0.99205959])"
2421,1373,"array([ 2.7377163 , -0.92775139])"
2422,1436,"array([ 2.77511405, -0.94310949])"
2423,1453,"array([ 2.75318326, -0.96381311])"
2424,1472,"array([ 2.80192384, -0.97843054])"
2425,1651,"array([ 2.78172213, -0.8761068 ])"
2426,1662,"array([ 2.73671937, -0.92169509])"
2427,1847,"array([ 2.64859008, -0.94571306])"
2428,1997,"array([ 2.78215039, -0.90157203])"
2429,2065,"array([ 2.64933477, -0.92580214])"
2430,2208,"array([ 2.79865813, -0.97550639])"
2431,2470,"array([ 2.72716557, -0.90482775])"
2432,2471,"array([ 2.66939307, -0.89773754])"
2433,2492,"array([ 2.75563943, -0.93954967])"
2434,2543,"array([ 2.77721387, -0.94073013])"
2435,2634,"array([ 2.8044341, -0.9318144])"
2436,2738,"array([ 2.7759178 , -0.95147626])"
2437,3061,"array([ 2.78171083, -0.85444569])"
2438,3141,"array([ 2.80110556, -0.87879598])"
2439,3263,"array([ 2.79152012, -0.9651159 ])"
2440,3397,"array([ 2.8158777 , -0.92391352])"
2441,3424,"array([ 2.8017201 , -0.87090545])"
2442,3563,"array([ 2.79137346, -0.93251166])"
2443,3662,"array([ 2.77407486, -0.96601838])"
2444,3894,"array([ 2.70060425, -1.01967694])"
2445,3925,"array([ 2.76707726, -0.92394935])"
2446,4069,"array([ 2.78990939, -0.99253247])"
2447,4318,"array([ 2.72054365, -0.95247293])"
2448,4389,"array([ 2.6463206 , -0.92977525])"
2449,4989,"array([ 2.64452883, -0.93493401])"
2450,5077,"array([ 2.64759865, -0.94086349])"
2451,5176,"array([ 2.66396042, -0.97153052])"
2452,5183,"array([ 2.65208854, -0.95067116])"
2453,5474,"array([ 2.65995117, -0.96708901])"
2454,5851,"array([ 2.67066439, -0.8714814 ])"
2455,5879,"array([ 2.76500773, -0.87223119])"
2456,6029,"array([ 2.77192249, -0.97964899])"
2457,6056,"array([ 2.72698019, -0.89375411])"
2458,6517,"array([ 2.65648758, -0.91659488])"
2459,6545,"array([ 2.64995412, -0.97240008])"
2460,7122,"array([ 2.68636382, -0.93544888])"
2461,7359,"array([ 2.75070928, -0.87331241])"
2462,7527,"array([ 2.71704326, -0.82475102])"
2463,7741,"array([ 2.69038457, -0.97570489])"
2464,7819,"array([ 2.67756285, -0.93432259])"
2465,8240,"array([ 2.79170767, -0.93067254])"
2466,8312,"array([ 2.71906683, -0.85235582])"
2467,8365,"array([ 2.65219118, -0.94074881])"
2468,8800,"array([ 2.66388068, -0.92204561])"
2469,9250,"array([ 2.69079207, -0.8907485 ])"
2470,9325,"array([ 2.63752317, -0.93650549])"
2471,9350,"array([ 2.65053701, -0.93199932])"
2472,32,"array([ 2.88590917, -0.81921605])"
2473,46,"array([ 2.7919313, -0.9491147])"
2474,55,"array([ 2.79715115, -0.88295124])"
2475,57,"array([ 2.79629997, -0.91689445])"
2476,84,"array([ 2.78498273, -0.91022386])"
2477,96,"array([ 2.8167732 , -0.90025726])"
2478,115,"array([ 2.77464395, -0.92502526])"
2479,145,"array([ 2.78361132, -0.94088211])"
2480,160,"array([ 2.80918949, -0.88773575])"
2481,193,"array([ 2.7658857 , -0.93579361])"
2482,249,"array([ 2.78931318, -0.92930921])"
2483,290,"array([ 2.80464448, -0.94601628])"
2484,298,"array([ 2.77082082, -0.9520875 ])"
2485,304,"array([ 2.87226019, -0.91622449])"
2486,312,"array([ 2.8115281 , -0.93945674])"
2487,315,"array([ 2.76481695, -0.89120164])"
2488,332,"array([ 2.83119856, -0.86072584])"
2489,365,"array([ 2.81298653, -0.91640063])"
2490,366,"array([ 2.78612465, -0.8780745 ])"
2491,406,"array([ 2.81835141, -0.92800932])"
2492,464,"array([ 2.74972107, -0.92304255])"
2493,471,"array([ 2.82200147, -0.92683137])"
2494,474,"array([ 2.85837873, -0.90969   ])"
2495,495,"array([ 2.80669915, -0.90894995])"
2496,525,"array([ 2.79692946, -0.91929094])"
2497,526,"array([ 2.85546529, -0.87903329])"
2498,582,"array([ 2.79645959, -1.00685139])"
2499,592,"array([ 2.78093603, -0.92480733])"
2500,623,"array([ 2.78272336, -0.90918501])"
2501,625,"array([ 2.94458089, -0.91353793])"
2502,645,"array([ 2.77526363, -0.87718367])"
2503,665,"array([ 2.80734589, -0.92861068])"
2504,689,"array([ 2.82152543, -0.96518956])"
2505,697,"array([ 2.82219762, -0.9397961 ])"
2506,714,"array([ 2.79835237, -0.93789127])"
2507,734,"array([ 2.84541672, -0.85334075])"
2508,745,"array([ 2.77827598, -0.89548573])"
2509,761,"array([ 2.78320666, -0.91941326])"
2510,766,"array([ 2.88048139, -1.02073261])"
2511,767,"array([ 2.80411117, -0.94213276])"
2512,768,"array([ 2.75289527, -0.92136422])"
2513,809,"array([ 2.7821631 , -0.93981555])"
2514,812,"array([ 2.78644262, -0.98545305])"
2515,820,"array([ 2.80444724, -0.92572946])"
2516,853,"array([ 2.79453028, -0.93668707])"
2517,917,"array([ 2.87290483, -1.031195  ])"
2518,918,"array([ 2.78343819, -0.89168519])"
2519,961,"array([ 2.77481528, -0.94521826])"
2520,1030,"array([ 2.83465788, -0.93047236])"
2521,1047,"array([ 2.81991157, -0.9514644 ])"
2522,1167,"array([ 2.86591964, -1.03294887])"
2523,1177,"array([ 2.7728086 , -0.97352342])"
2524,1188,"array([ 2.86304842, -0.9915796 ])"
2525,1210,"array([ 2.7785351 , -0.92496817])"
2526,1293,"array([ 2.85165817, -1.01331454])"
2527,1314,"array([ 2.82264213, -0.92228284])"
2528,1331,"array([ 2.76745108, -0.91171902])"
2529,1362,"array([ 2.83059048, -0.90320696])"
2530,1368,"array([ 2.82058012, -0.91081447])"
2531,1416,"array([ 2.77404498, -0.88832507])"
2532,1420,"array([ 2.79886857, -0.9645076 ])"
2533,1461,"array([ 2.75522294, -0.99748211])"
2534,1474,"array([ 2.80975193, -1.00838028])"
2535,1513,"array([ 2.79468939, -0.84599347])"
2536,1542,"array([ 2.81990796, -0.93264816])"
2537,1607,"array([ 2.79319429, -0.96341328])"
2538,1674,"array([ 2.81473114, -0.90065773])"
2539,1685,"array([ 2.87737577, -1.0207608 ])"
2540,1743,"array([ 2.7801136 , -0.89846227])"
2541,1750,"array([ 2.75762012, -0.92719881])"
2542,1772,"array([ 2.75057649, -0.93700501])"
2543,1801,"array([ 2.80797777, -0.96597564])"
2544,1805,"array([ 2.76152904, -0.95281742])"
2545,1813,"array([ 2.82572178, -0.90870802])"
2546,1822,"array([ 2.79228186, -0.93434662])"
2547,1825,"array([ 2.78104858, -0.89168803])"
2548,1856,"array([ 2.79354623, -0.9746118 ])"
2549,1872,"array([ 2.81480252, -0.89124902])"
2550,1874,"array([ 2.76874928, -0.8752863 ])"
2551,1942,"array([ 2.83193233, -0.98635417])"
2552,1953,"array([ 2.79118051, -0.88595627])"
2553,2100,"array([ 2.89183072, -1.01160212])"
2554,2125,"array([ 2.8010317 , -0.94448536])"
2555,2144,"array([ 2.78832198, -0.99016178])"
2556,2150,"array([ 2.88490559, -0.97390396])"
2557,2161,"array([ 2.7587183 , -0.97224191])"
2558,2173,"array([ 2.803445  , -0.91693532])"
2559,2183,"array([ 2.80098182, -0.95786609])"
2560,2214,"array([ 2.81799997, -1.01761063])"
2561,2259,"array([ 2.83191165, -0.98361319])"
2562,2282,"array([ 2.7829231 , -0.90403372])"
2563,2310,"array([ 2.78889308, -0.91582407])"
2564,2319,"array([ 2.82768078, -0.86794085])"
2565,2348,"array([ 2.8164139 , -0.95768069])"
2566,2357,"array([ 2.78312364, -0.93723976])"
2567,2375,"array([ 2.77393532, -0.9300304 ])"
2568,2424,"array([ 2.75022835, -0.92011685])"
2569,2477,"array([ 2.76318024, -0.94752922])"
2570,2487,"array([ 2.8519573 , -0.91922776])"
2571,2504,"array([ 2.83504202, -0.90475941])"
2572,2519,"array([ 2.8183133 , -0.88471896])"
2573,2542,"array([ 2.7715257 , -0.87575825])"
2574,2595,"array([ 2.85508801, -0.94174942])"
2575,2609,"array([ 2.79777105, -0.96014247])"
2576,2611,"array([ 2.80053941, -0.88553055])"
2577,2629,"array([ 2.82229877, -0.89838619])"
2578,2660,"array([ 2.80949979, -0.86434304])"
2579,2733,"array([ 2.76985877, -0.94659253])"
2580,2755,"array([ 2.8541802 , -0.89030736])"
2581,2824,"array([ 2.80033927, -0.95232092])"
2582,2879,"array([ 2.87843878, -1.00323951])"
2583,2883,"array([ 2.87826294, -1.04453079])"
2584,2911,"array([ 2.89170149, -0.95444124])"
2585,2918,"array([ 2.74409331, -0.92480576])"
2586,2924,"array([ 2.79633762, -0.85922199])"
2587,2928,"array([ 2.89189376, -1.01790852])"
2588,2931,"array([ 2.7729919 , -0.97614621])"
2589,2955,"array([ 2.82139668, -0.94584729])"
2590,2960,"array([ 2.90502509, -0.90347419])"
2591,2974,"array([ 2.77469418, -0.94122565])"
2592,2987,"array([ 2.86287713, -1.0360314 ])"
2593,3080,"array([ 2.85630443, -0.99260431])"
2594,3119,"array([ 2.7716178 , -0.91486458])"
2595,3120,"array([ 2.81466254, -0.9222433 ])"
2596,3147,"array([ 2.74530329, -0.95012943])"
2597,3190,"array([ 2.76351384, -0.938221  ])"
2598,3266,"array([ 2.77849969, -0.95050376])"
2599,3329,"array([ 2.77738849, -0.94649107])"
2600,3333,"array([ 2.77013132, -0.89453667])"
2601,3369,"array([ 2.75782648, -0.87835692])"
2602,3444,"array([ 2.76648083, -0.92733028])"
2603,3491,"array([ 2.84627361, -0.92755932])"
2604,3496,"array([ 2.81788278, -0.95163578])"
2605,3522,"array([ 2.8281052 , -0.87053353])"
2606,3529,"array([ 2.82348455, -0.95723073])"
2607,3569,"array([ 2.83764888, -0.91648831])"
2608,3634,"array([ 2.80915921, -0.91956573])"
2609,3656,"array([ 2.73384769, -0.99064349])"
2610,3658,"array([ 2.855382 , -0.9326083])"
2611,3824,"array([ 2.80086304, -1.01304877])"
2612,3844,"array([ 2.83953541, -0.98939092])"
2613,3868,"array([ 2.87285879, -1.03522183])"
2614,3912,"array([ 2.77067641, -0.98246602])"
2615,4087,"array([ 2.88606114, -1.02477628])"
2616,4099,"array([ 2.74722438, -0.95561406])"
2617,4113,"array([ 2.82163814, -0.97612558])"
2618,4199,"array([ 2.74686054, -0.93004114])"
2619,4218,"array([ 2.79245443, -0.88333147])"
2620,4311,"array([ 2.90249069, -0.98401692])"
2621,4313,"array([ 2.79884017, -0.85449464])"
2622,4364,"array([ 2.84039413, -0.98037867])"
2623,4392,"array([ 2.79510708, -0.88952603])"
2624,4418,"array([ 2.77986356, -1.00159214])"
2625,4464,"array([ 2.81173536, -0.95470585])"
2626,4494,"array([ 2.84599318, -0.97585073])"
2627,4497,"array([ 2.7800291 , -0.90204237])"
2628,4530,"array([ 2.85831694, -0.95185107])"
2629,4581,"array([ 2.8289079 , -0.85096958])"
2630,4603,"array([ 2.76465469, -0.88776009])"
2631,4722,"array([ 2.84123682, -0.88861347])"
2632,4738,"array([ 2.77015471, -0.96548086])"
2633,4748,"array([ 2.85815964, -1.03627463])"
2634,4884,"array([ 2.80907012, -0.98226527])"
2635,4905,"array([ 2.84151392, -0.96464625])"
2636,4908,"array([ 2.78866185, -0.98135148])"
2637,4925,"array([ 2.89531637, -1.0032776 ])"
2638,4942,"array([ 2.76078192, -0.91337507])"
